lemma,count,POS,reason
अन्तर्धूम,1,noun,no exact MW headword
अन्तर्यामिक,1,noun,no exact MW headword
अन्तसद्,1,noun,no exact MW headword
अन्धकारी,1,noun,no exact MW headword
अन्नप्राशन,1,noun,no exact MW headword
अन्नवत्,1,noun,no exact MW headword
अन्यथाकृत,1,noun,no exact MW headword
अन्ववे,1,indecl,no exact MW headword
अन्वायति,1,noun,no exact MW headword
अन्वृतु,1,indecl,no exact MW headword
अन्वे,1,verb,no exact MW headword
अन्वेषय्,1,part,no exact MW headword
अपकर्षय्,1,part,no exact MW headword
अपकर्षय्,1,verb,no exact MW headword
अपघाटय्,1,verb,no exact MW headword
अपचरण,1,noun,no exact MW headword
अपजिह्विका,1,noun,no exact MW headword
अपतित,1,noun,no exact MW headword
अपत्,1,stem,no exact MW headword
अपत्राप्य,1,noun,no exact MW headword
अपदिष्टक,1,noun,no exact MW headword
अपनोद,1,noun,no exact MW headword
अपमृज्,1,part,no exact MW headword
अपमृज्,1,verb,no exact MW headword
अपरगोदानीय,1,noun,no exact MW headword
अपराह्णिक,1,noun,no exact MW headword
अपरिकीर्तित,1,noun,no exact MW headword
अपरिक्लिष्ट,1,noun,no exact MW headword
अपरिगणयत्,1,noun,no exact MW headword
अपरित्याग,1,noun,no exact MW headword
अपरिरक्षत्,1,noun,no exact MW headword
अपरिवर्तित,1,noun,no exact MW headword
अपरिसंस्थित,1,noun,no exact MW headword
अपरीक्षमाण,1,noun,no exact MW headword
अपर्,1,stem,no exact MW headword
अपलायन,1,noun,no exact MW headword
अपलायिन्,1,noun,no exact MW headword
अपली,1,part,no exact MW headword
अपवर्जय्,1,verb,no exact MW headword
अपवादय्,1,part,no exact MW headword
अपवारय्,1,part,no exact MW headword
अपस्यु,1,noun,no exact MW headword
अपहर्तु,1,noun,no exact MW headword
अपहारय्,1,part,no exact MW headword
अपहारय्,1,verb,no exact MW headword
अपहासय्,1,indecl,no exact MW headword
अपाण्डव,1,noun,no exact MW headword
अपात्रीकरण,1,noun,no exact MW headword
अपादिका,1,noun,no exact MW headword
अपानुद्,1,part,no exact MW headword
अपाश्रि,1,part,no exact MW headword
अपाहा,1,indecl,no exact MW headword
अपुनरावृत्ति,1,noun,no exact MW headword
अपुनर्निवृत्ति,1,noun,no exact MW headword
अपुरोभाग,1,noun,no exact MW headword
अपुष्पित,1,noun,no exact MW headword
अपुस्तक,1,noun,no exact MW headword
अपेशस्,1,noun,no exact MW headword
अपोहन,1,noun,no exact MW headword
अप्त्य,1,noun,no exact MW headword
अप्पति,1,noun,no exact MW headword
अप्र,1,stem,no exact MW headword
अप्रचार,1,noun,no exact MW headword
अप्रचारिन्,1,noun,no exact MW headword
अप्रतिकूलयत्,1,noun,no exact MW headword
अप्रतिकृत,1,noun,no exact MW headword
अप्रतिगृह्णत्,1,noun,no exact MW headword
अप्रतिजल्पत्,1,noun,no exact MW headword
अप्रतितर्कित,1,noun,no exact MW headword
अप्रतिपूजित,1,noun,no exact MW headword
अप्रतियुध्यत्,1,noun,no exact MW headword
अप्रतिवारित,1,noun,no exact MW headword
अप्रतिवार्यमाण,1,noun,no exact MW headword
अप्रतिसम्बद्ध,1,noun,no exact MW headword
अप्रत्यादिशत्,1,noun,no exact MW headword
अप्रदक्षिण,1,noun,no exact MW headword
अप्रदातृ,1,noun,no exact MW headword
अप्रमाणशुभ,1,noun,no exact MW headword
अप्रमाणाभ,1,noun,no exact MW headword
अप्रमाद्यत्,1,noun,no exact MW headword
अप्रमोद,1,noun,no exact MW headword
अप्रयात,1,noun,no exact MW headword
अप्रवेष्टव्य,1,noun,no exact MW headword
अप्रसह्य,1,noun,no exact MW headword
अप्रहरण,1,noun,no exact MW headword
अप्राप्तवत्,1,noun,no exact MW headword
अप्रामाणिक,1,noun,no exact MW headword
अबहिष्कृत,1,noun,no exact MW headword
अबिभ्रत्,1,noun,no exact MW headword
अबीजक,1,noun,no exact MW headword
अबृह,1,noun,no exact MW headword
अब्यसुय,1,stem,no exact MW headword
अब्रुवाण,1,noun,no exact MW headword
अभाग्यतर,1,noun,no exact MW headword
अभार्य,1,noun,no exact MW headword
अभिकर्शय्,1,part,no exact MW headword
अभिगर्व्,1,part,no exact MW headword
अभिग्रस्,1,verb,no exact MW headword
अभिघोष,1,noun,no exact MW headword
अभिचिन्तय्,1,part,no exact MW headword
अभिचिन्तय्,1,verb,no exact MW headword
अभिच्छादय्,1,indecl,no exact MW headword
अभितर्जय्,1,indecl,no exact MW headword
अभितर्जय्,1,part,no exact MW headword
अभिताडय्,1,part,no exact MW headword
अभिताडय्,1,verb,no exact MW headword
अभितुद्,1,verb,no exact MW headword
अभिदापय्,1,verb,no exact MW headword
अभिधारय्,1,part,no exact MW headword
अभिधृ,1,part,no exact MW headword
अभिनन्दय्,1,verb,no exact MW headword
अभिनिग्रह,1,noun,no exact MW headword
अभिनिपत्,1,part,no exact MW headword
अभिनिपातन,1,noun,no exact MW headword
अभिनिपीडय्,1,part,no exact MW headword
अभिनिमन्त्रय्,1,part,no exact MW headword
अभिनिर्जि,1,indecl,no exact MW headword
अभिनिर्मा,1,verb,no exact MW headword
अभिनिर्मुच्,1,part,no exact MW headword
अभिनिर्वर्तय्,1,verb,no exact MW headword
अभिनिवासय्,1,part,no exact MW headword
अभिनिष्क्रामय्,1,verb,no exact MW headword
अभिपतितु,1,noun,no exact MW headword
अभिपत्ति,1,noun,no exact MW headword
अभिपरिप्लु,1,part,no exact MW headword
अभिपरी,1,part,no exact MW headword
अभिपातय्,1,verb,no exact MW headword
अभिपालन,1,noun,no exact MW headword
अभिपिष्,1,part,no exact MW headword
अभिपीडय्,1,verb,no exact MW headword
अभिपुष्,1,part,no exact MW headword
अभिप्रग्रह्,1,indecl,no exact MW headword
अभिप्रचोदय्,1,part,no exact MW headword
अभिप्रधाव्,1,part,no exact MW headword
अभिप्रनृत्,1,part,no exact MW headword
अभिप्रलम्बय्,1,verb,no exact MW headword
अभिप्रवर्तय्,1,verb,no exact MW headword
अभिप्रसादय्,1,part,no exact MW headword
अभिप्रस्वप्,1,part,no exact MW headword
अभिप्रायवत्,1,noun,no exact MW headword
अभिप्रार्थय्,1,part,no exact MW headword
अभिबन्ध्,1,verb,no exact MW headword
अभिभाविन्,1,noun,no exact MW headword
अभिमन्त्रय्,1,verb,no exact MW headword
अभिमर्दन,1,noun,no exact MW headword
अभिमुखय्,1,part,no exact MW headword
अभियशस्,1,noun,no exact MW headword
अभियोजय्,1,part,no exact MW headword
अभिरदन,1,noun,no exact MW headword
अभिराधय्,1,part,no exact MW headword
अभिलक्षय्,1,verb,no exact MW headword
अभिलङ्घय्,1,verb,no exact MW headword
अभिलापिन्,1,noun,no exact MW headword
अभिलाषुक,1,noun,no exact MW headword
अभिवन्द्,1,verb,no exact MW headword
अभिवर्णय्,1,verb,no exact MW headword
अभिवर्तय्,1,verb,no exact MW headword
अभिवारय्,1,part,no exact MW headword
अभिविगाह्,1,indecl,no exact MW headword
अभिविनिःसृ,1,part,no exact MW headword
अभिविनी,1,part,no exact MW headword
अभिविश्,1,part,no exact MW headword
अभिविश्रम्,1,verb,no exact MW headword
अभिविहा,1,indecl,no exact MW headword
अभिवेदय्,1,verb,no exact MW headword
अभिवेष्टय्,1,part,no exact MW headword
अभिव्यध्,1,verb,no exact MW headword
अभिव्याहारय्,1,verb,no exact MW headword
अभिव्लग्,1,indecl,no exact MW headword
अभिशङ्क्,1,verb,no exact MW headword
अभिशप्,1,verb,no exact MW headword
अभिशोभय्,1,part,no exact MW headword
अभिषेचयितृ,1,noun,no exact MW headword
अभिषेनय्,1,verb,no exact MW headword
अभिष्यन्दय्,1,part,no exact MW headword
अभिसंकुल,1,noun,no exact MW headword
अभिसंक्रम्,1,indecl,no exact MW headword
अभिसंछद्,1,part,no exact MW headword
अभिसंदर्शय्,1,indecl,no exact MW headword
अभिसंधक,1,noun,no exact MW headword
अभिसंबाध,1,noun,no exact MW headword
अभिसंरुध्,1,part,no exact MW headword
अभिसंहृष्,1,part,no exact MW headword
अभिसमन्वित,1,noun,no exact MW headword
अभिसमाधा,1,part,no exact MW headword
अभिसमीक्ष्,1,part,no exact MW headword
अभिसम्पराय,1,noun,no exact MW headword
अभिसम्पूजय्,1,indecl,no exact MW headword
अभिसान्त्वय्,1,part,no exact MW headword
अभिसारक,1,noun,no exact MW headword
अभिहिंस्,1,verb,no exact MW headword
अभीत,1,noun,no exact MW headword
अभीति,1,noun,no exact MW headword
अभीप्सु,1,noun,no exact MW headword
अभीसार,1,noun,no exact MW headword
अभ्यधिगन्तृ,1,noun,no exact MW headword
अभ्यमित्र,1,noun,no exact MW headword
अभ्यर्चय्,1,part,no exact MW headword
अभ्यर्चय्,1,verb,no exact MW headword
अभ्यर्दय्,1,verb,no exact MW headword
अभ्यवकृ,1,part,no exact MW headword
अभ्यवकृ,1,verb,no exact MW headword
अभ्यवपद्,1,part,no exact MW headword
अभ्यसूयक,1,noun,no exact MW headword
अभ्यसूयिन्,1,noun,no exact MW headword
अभ्यसूय्,1,part,no exact MW headword
अभ्यसूय्,1,verb,no exact MW headword
अभ्युक्ष्,1,part,no exact MW headword
अभ्युच्छ्रि,1,part,no exact MW headword
अभ्युच्छ्रि,1,verb,no exact MW headword
अभ्युद्गृ,1,part,no exact MW headword
अभ्युन्नम्,1,part,no exact MW headword
अभ्युपागम्,1,part,no exact MW headword
अमनस्विन्,1,noun,no exact MW headword
अमलतर,1,noun,no exact MW headword
अमान्य,1,noun,no exact MW headword
अमित्रक,1,noun,no exact MW headword
अमित्राय्,1,verb,no exact MW headword
अमित्रिन्,1,noun,no exact MW headword
अमिल,1,noun,no exact MW headword
अमुकुटिन्,1,noun,no exact MW headword
अमुदित,1,noun,no exact MW headword
अमूर्तिक,1,noun,no exact MW headword
अमृज,1,noun,no exact MW headword
अमेय,1,noun,no exact MW headword
अमोघराज,1,noun,no exact MW headword
अम्बष्ठी,1,noun,no exact MW headword
अम्बुरय,1,noun,no exact MW headword
अयत्त,1,noun,no exact MW headword
अयथावत्,1,indecl,no exact MW headword
अयमित,1,noun,no exact MW headword
अयवत्,1,noun,no exact MW headword
अयाच्य,1,noun,no exact MW headword
अयाच्यामान,1,noun,no exact MW headword
अयुक्तक,1,noun,no exact MW headword
अयुग्मलोचन,1,noun,no exact MW headword
अयुज्,1,noun,no exact MW headword
अरन्ध्र,1,noun,no exact MW headword
अररु,1,noun,no exact MW headword
अरावण,1,noun,no exact MW headword
अरिक्थीय,1,noun,no exact MW headword
अरूपवत्,1,noun,no exact MW headword
अर्धचतुर्थ,1,noun,no exact MW headword
अर्धपञ्चम,1,noun,no exact MW headword
अर्धसप्तशत,1,noun,no exact MW headword
अर्पय्,1,indecl,no exact MW headword
अर्भग,1,noun,no exact MW headword
अर्मालव,1,noun,no exact MW headword
अलक्षण्य,1,noun,no exact MW headword
अलज्ज,1,noun,no exact MW headword
अलज्जा,1,noun,no exact MW headword
अलपिन्,1,noun,no exact MW headword
अलित,1,noun,no exact MW headword
अलोमक,1,noun,no exact MW headword
अलोमश,1,noun,no exact MW headword
अलोलुप्त्व,1,noun,no exact MW headword
अवकर्तय्,1,verb,no exact MW headword
अवकल्पय्,1,verb,no exact MW headword
अवक्षोदन,1,noun,no exact MW headword
अवगुण्ठय्,1,part,no exact MW headword
अवघट्टय्,1,part,no exact MW headword
अवघाटक,1,noun,no exact MW headword
अवघोषक,1,noun,no exact MW headword
अवचूर्णय्,1,part,no exact MW headword
अवच्छादय्,1,indecl,no exact MW headword
अवच्छादय्,1,part,no exact MW headword
अवच्य,1,stem,no exact MW headword
अवजृम्भ्,1,part,no exact MW headword
अवदृ,1,part,no exact MW headword
अवदोहन,1,noun,no exact MW headword
अवधारय्,1,part,no exact MW headword
अवधीरय्,1,verb,no exact MW headword
अवधूनय्,1,part,no exact MW headword
अवनमय्,1,part,no exact MW headword
अवनमय्,1,verb,no exact MW headword
अवनामय्,1,part,no exact MW headword
अवनिष्ठीव्,1,part,no exact MW headword
अवपातय्,1,indecl,no exact MW headword
अवपीडय्,1,verb,no exact MW headword
अवप्लु,1,verb,no exact MW headword
अवबन्ध्,1,part,no exact MW headword
अवबन्ध्,1,verb,no exact MW headword
अवमर्ष,1,noun,no exact MW headword
अवरक,1,noun,no exact MW headword
अवरुद्,1,verb,no exact MW headword
अवरोपय्,1,verb,no exact MW headword
अवर्षत्,1,noun,no exact MW headword
अवलम्बय्,1,part,no exact MW headword
अवलम्बितक,1,noun,no exact MW headword
अवलेपय्,1,verb,no exact MW headword
अवलोक्,1,verb,no exact MW headword
अवशङ्किन्,1,noun,no exact MW headword
अवशर्धय्,1,part,no exact MW headword
अवशातय्,1,verb,no exact MW headword
अवसादयेत्,1,,no exact MW headword
अवसादय्,1,part,no exact MW headword
अवसादय्,1,verb,no exact MW headword
अवसायय्,1,part,no exact MW headword
अवसु,1,part,no exact MW headword
अवस्कन्दक,1,noun,no exact MW headword
अवस्तृ,1,verb,no exact MW headword
अवहारय्,1,verb,no exact MW headword
अवहृ,1,part,no exact MW headword
अवानर,1,noun,no exact MW headword
अवार,1,noun,no exact MW headword
अविक,1,noun,no exact MW headword
अविकत्थत्,1,noun,no exact MW headword
अविकम्प,1,noun,no exact MW headword
अविकाङ्क्षा,1,noun,no exact MW headword
अविकास,1,noun,no exact MW headword
अविगृहीत,1,noun,no exact MW headword
अविचालयत्,1,noun,no exact MW headword
अविच्छिद्र,1,noun,no exact MW headword
अवितर्कित,1,noun,no exact MW headword
अविनश्यत्,1,noun,no exact MW headword
अविपन्न,1,noun,no exact MW headword
अविपाटित,1,noun,no exact MW headword
अविभावित,1,noun,no exact MW headword
अविमानना,1,noun,no exact MW headword
अविरामम्,1,indecl,no exact MW headword
अविलम्बयत्,1,noun,no exact MW headword
अविलास,1,noun,no exact MW headword
अविवर,1,noun,no exact MW headword
अविशुद्धि,1,noun,no exact MW headword
अविश्लिष्ट,1,noun,no exact MW headword
अविश्वासिन्,1,noun,no exact MW headword
अविषह्यतम,1,noun,no exact MW headword
अविष्य्,1,part,no exact MW headword
अविस्मय,1,noun,no exact MW headword
अविस्मयान,1,noun,no exact MW headword
अविस्मरण,1,noun,no exact MW headword
अवृत,1,noun,no exact MW headword
अवेक्षित,1,noun,no exact MW headword
अव्यभिचार्य,1,noun,no exact MW headword
अव्रीडायमान,1,noun,no exact MW headword
अशर्कर,1,noun,no exact MW headword
अशासित्वा,1,indecl,no exact MW headword
अशिशिररश्मि,1,noun,no exact MW headword
अशुद्धि,1,noun,no exact MW headword
अशौण्डीर,1,noun,no exact MW headword
अश्लीक,1,noun,no exact MW headword
अश्वबन्ध,1,noun,no exact MW headword
अश्वमुखी,1,noun,no exact MW headword
अश्वस्तनिक,1,noun,no exact MW headword
अष्टापाद्य,1,noun,no exact MW headword
अष्टोत्तरशत,1,noun,no exact MW headword
असंख्येयतम,1,noun,no exact MW headword
असंघात,1,noun,no exact MW headword
असंचाल्य,1,noun,no exact MW headword
असंज्ञिसत्त्व,1,noun,no exact MW headword
असंदेश,1,noun,no exact MW headword
असंभूत,1,noun,no exact MW headword
असंवसत्,1,noun,no exact MW headword
असंविग्न,1,noun,no exact MW headword
असंस्पर्श,1,noun,no exact MW headword
असत्तम,1,noun,no exact MW headword
असमागत,1,noun,no exact MW headword
असमीक्षा,1,noun,no exact MW headword
असहस्रद,1,noun,no exact MW headword
असांशयिक,1,noun,no exact MW headword
असृष्टन्न,1,stem,no exact MW headword
असेवक,1,noun,no exact MW headword
अस्तब्धत्व,1,noun,no exact MW headword
अस्तसंख्य,1,noun,no exact MW headword
अस्ताचल,1,noun,no exact MW headword
अस्थिसंचयन,1,noun,no exact MW headword
अस्पृहयत्,1,noun,no exact MW headword
अस्य,1,stem,no exact MW headword
अस्रग्विन्,1,noun,no exact MW headword
अस्रुपुर्र,1,stem,no exact MW headword
अस्वन्ततर,1,noun,no exact MW headword
अस्वादु,1,noun,no exact MW headword
अहंपूर्वक,1,noun,no exact MW headword
अहम्,1,stem,no exact MW headword
अहिमांशु,1,noun,no exact MW headword
अहिविद्विष्,1,noun,no exact MW headword
अहेतुमत्,1,noun,no exact MW headword
आकम्प्,1,verb,no exact MW headword
आकरिक,1,noun,no exact MW headword
आकर्णपूर्ण,1,noun,no exact MW headword
आकलय्,1,verb,no exact MW headword
आकल्पिक,1,noun,no exact MW headword
आकाशनिलय,1,noun,no exact MW headword
आक्रोशक,1,noun,no exact MW headword
आख्य,1,noun,no exact MW headword
आगध्,1,part,no exact MW headword
आगमय्,1,part,no exact MW headword
आगस्कृत्,1,noun,no exact MW headword
आघट्टय्,1,verb,no exact MW headword
आङ्_चर्1,1,part,no exact MW headword
आचामय्,1,part,no exact MW headword
आचामय्,1,verb,no exact MW headword
आचार्याणी,1,noun,no exact MW headword
आचितक,1,noun,no exact MW headword
आचूष्,1,verb,no exact MW headword
आच्छादय्,1,verb,no exact MW headword
आजीवन,1,noun,no exact MW headword
आजीवय्,1,part,no exact MW headword
आतृ,1,verb,no exact MW headword
आत्मसम्भवा,1,noun,no exact MW headword
आत्म्य,1,noun,no exact MW headword
आदय्,1,part,no exact MW headword
आदित्स्,1,part,no exact MW headword
आदिपूरुष,1,noun,no exact MW headword
आदीपय्,1,indecl,no exact MW headword
आदीपिक,1,noun,no exact MW headword
आधारय्,1,verb,no exact MW headword
आधू,1,part,no exact MW headword
आधू,1,verb,no exact MW headword
आनन्दय्,1,part,no exact MW headword
आनह्,1,part,no exact MW headword
आनिञ्ज्य,1,noun,no exact MW headword
आनुश्रविक,1,noun,no exact MW headword
आन्तरवत्य,1,noun,no exact MW headword
आन्वाहिक,1,noun,no exact MW headword
आपरान्तिक,1,noun,no exact MW headword
आपवर्ग्य,1,noun,no exact MW headword
आपातय्,1,part,no exact MW headword
आपातय्,1,verb,no exact MW headword
आपायय्,1,verb,no exact MW headword
आपीडय्,1,indecl,no exact MW headword
आपीडय्,1,part,no exact MW headword
आपीनक,1,noun,no exact MW headword
आपृ,1,verb,no exact MW headword
आप्त्य,1,noun,no exact MW headword
आप्या,1,part,no exact MW headword
आप्लावय्,1,indecl,no exact MW headword
आप्लावय्,1,verb,no exact MW headword
आभिघातिक,1,noun,no exact MW headword
आभ्यन्तरिक,1,noun,no exact MW headword
आमरणान्तिक,1,noun,no exact MW headword
आमर्षय्,1,part,no exact MW headword
आमीलय्,1,part,no exact MW headword
आम्भिर्य,1,noun,no exact MW headword
आम्भीय,1,noun,no exact MW headword
आम्रक,1,noun,no exact MW headword
आयाच्,1,part,no exact MW headword
आयुधवत्,1,noun,no exact MW headword
आयुष्मन्त्,1,noun,no exact MW headword
आयुस्तेजस्,1,noun,no exact MW headword
आयोजय्,1,part,no exact MW headword
आयोजय्,1,verb,no exact MW headword
आरब्धिका,1,noun,no exact MW headword
आरित,1,noun,no exact MW headword
आरिश्,1,verb,no exact MW headword
आरुरुक्ष्,1,part,no exact MW headword
आरे,1,indecl,no exact MW headword
आरेचिन्,1,noun,no exact MW headword
आरोचय्,1,part,no exact MW headword
आरोध,1,noun,no exact MW headword
आरोपयितृ,1,noun,no exact MW headword
आर्जुनेय,1,noun,no exact MW headword
आर्द्रपटवासस्,1,noun,no exact MW headword
आर्द्रय्,1,verb,no exact MW headword
आलक्षय्,1,part,no exact MW headword
आलयन,1,noun,no exact MW headword
आलापय्,1,verb,no exact MW headword
आलिप्,1,indecl,no exact MW headword
आलिप्,1,part,no exact MW headword
आलोडय्,1,part,no exact MW headword
आलोहित,1,noun,no exact MW headword
आवर्जय्,1,indecl,no exact MW headword
आवारय्,1,verb,no exact MW headword
आवासक,1,noun,no exact MW headword
आवासय्,1,part,no exact MW headword
आविरस्,1,verb,no exact MW headword
आवेशय्,1,indecl,no exact MW headword
आवेशय्,1,part,no exact MW headword
आवेष्टय्,1,indecl,no exact MW headword
आवेष्टय्,1,part,no exact MW headword
आशय्,1,part,no exact MW headword
आशिन,1,noun,no exact MW headword
आश्,1,part,no exact MW headword
आश्चर्यतर,1,noun,no exact MW headword
आश्रुत्,1,noun,no exact MW headword
आसनवत्,1,noun,no exact MW headword
आसेचय्,1,verb,no exact MW headword
आस्तारणवत्,1,noun,no exact MW headword
आस्थापय्,1,verb,no exact MW headword
आस्फोटय्,1,indecl,no exact MW headword
आस्फोटय्,1,verb,no exact MW headword
आहिच्छत्रिक,1,noun,no exact MW headword
आहिण्डिक,1,noun,no exact MW headword
आहोरात्रिक,1,noun,no exact MW headword
इङ्गय्,1,verb,no exact MW headword
इच्च,1,stem,no exact MW headword
इतिकृत्य,1,noun,no exact MW headword
इत्थंभूत,1,noun,no exact MW headword
इन्द्रजिह्व,1,noun,no exact MW headword
इन्द्राणिक,1,noun,no exact MW headword
इन्द्रावरुण,1,noun,no exact MW headword
इन्द्रि,1,stem,no exact MW headword
इलय्,1,verb,no exact MW headword
इषण्,1,verb,no exact MW headword
इषुध्य्,1,part,no exact MW headword
इष्ट-काम-धुक्,1,,no exact MW headword
इस्वरबव,1,stem,no exact MW headword
ईक्षय्,1,verb,no exact MW headword
ईक्षिन्,1,noun,no exact MW headword
ईङ्खय्,1,verb,no exact MW headword
ईरय्,1,indecl,no exact MW headword
ईश्वरतर,1,noun,no exact MW headword
उग्रतर,1,noun,no exact MW headword
उच्चध्वज,1,noun,no exact MW headword
उच्चाटय्,1,part,no exact MW headword
उच्चारय्,1,part,no exact MW headword
उच्चारय्,1,verb,no exact MW headword
उच्चिदिङ्ग,1,noun,no exact MW headword
उच्छ्रापय्,1,indecl,no exact MW headword
उज्जिहीर्ष्,1,part,no exact MW headword
उज्ज्वलय्,1,verb,no exact MW headword
उज्ज्वालय्,1,indecl,no exact MW headword
उञ्छवृत्ति,1,noun,no exact MW headword
उञ्छ्,1,part,no exact MW headword
उड्डी,1,indecl,no exact MW headword
उड्डीय्,1,verb,no exact MW headword
उत्कण्ठय्,1,verb,no exact MW headword
उत्कण्ठ्,1,verb,no exact MW headword
उत्काश्,1,verb,no exact MW headword
उत्कीर्णिक,1,noun,no exact MW headword
उत्कोटय्,1,part,no exact MW headword
उत्क्रमय्,1,verb,no exact MW headword
उत्तमर्णिक,1,noun,no exact MW headword
उत्तम्भय्,1,part,no exact MW headword
उत्पलवत्,1,noun,no exact MW headword
उत्पाटय्,1,part,no exact MW headword
उत्पीडितक,1,noun,no exact MW headword
उत्सद,1,noun,no exact MW headword
उत्साद्यन्ते,1,,no exact MW headword
उत्सिसृक्ष्,1,verb,no exact MW headword
उत्सृति,1,noun,no exact MW headword
उदकिन्,1,noun,no exact MW headword
उदन्वन्त्,1,noun,no exact MW headword
उदवाप्,1,verb,no exact MW headword
उदूखलक,1,noun,no exact MW headword
उद्घाटय्,1,verb,no exact MW headword
उद्दय,1,noun,no exact MW headword
उद्द्योतय्,1,part,no exact MW headword
उद्धात,1,noun,no exact MW headword
उद्भा,1,verb,no exact MW headword
उद्यद्गिरि,1,noun,no exact MW headword
उद्यन्त्,1,noun,no exact MW headword
उद्यमय्,1,part,no exact MW headword
उद्यमय्,1,verb,no exact MW headword
उद्रक,1,noun,no exact MW headword
उद्वर्तय्,1,part,no exact MW headword
उद्वासय्,1,indecl,no exact MW headword
उद्वेपिन्,1,noun,no exact MW headword
उद्व्यध्,1,part,no exact MW headword
उन्द्,1,verb,no exact MW headword
उन्नमय्,1,part,no exact MW headword
उन्मज्जय्,1,verb,no exact MW headword
उन्मथय्,1,part,no exact MW headword
उन्मदय्,1,part,no exact MW headword
उन्मनीभू,1,verb,no exact MW headword
उन्मिञ्जितका,1,noun,no exact MW headword
उन्मीलय्,1,part,no exact MW headword
उन्मीलय्,1,verb,no exact MW headword
उपकल्पय्,1,verb,no exact MW headword
उपकारवत्,1,noun,no exact MW headword
उपकुर्वाण,1,noun,no exact MW headword
उपक्रुश्,1,part,no exact MW headword
उपक्लिश्,1,part,no exact MW headword
उपक्षय,1,noun,no exact MW headword
उपखनन,1,noun,no exact MW headword
उपगङ्गम्,1,indecl,no exact MW headword
उपगूह,1,noun,no exact MW headword
उपघातय्,1,verb,no exact MW headword
उपजल्प्,1,part,no exact MW headword
उपढौकय्,1,verb,no exact MW headword
उपतापय्,1,indecl,no exact MW headword
उपतीर्थ,1,noun,no exact MW headword
उपदिह्,1,part,no exact MW headword
उपदिह्,1,verb,no exact MW headword
उपधम्,1,verb,no exact MW headword
उपध्या,1,verb,no exact MW headword
उपनाभि,1,indecl,no exact MW headword
उपनिध्या,1,indecl,no exact MW headword
उपनिमन्त्रय्,1,part,no exact MW headword
उपनिर्हार,1,noun,no exact MW headword
उपनिवेशय्,1,verb,no exact MW headword
उपनिशामय्,1,indecl,no exact MW headword
उपनिश्रि,1,indecl,no exact MW headword
उपनिषद,1,noun,no exact MW headword
उपनिषेव्,1,verb,no exact MW headword
उपनृत्,1,part,no exact MW headword
उपपन्नतर,1,noun,no exact MW headword
उपपन्नतरक,1,noun,no exact MW headword
उपपादिन्,1,noun,no exact MW headword
उपपीडय्,1,part,no exact MW headword
उपबृंहय्,1,part,no exact MW headword
उपबृंहिन्,1,noun,no exact MW headword
उपभोजन,1,noun,no exact MW headword
उपमन्त्रय्,1,part,no exact MW headword
उपमन्त्रय्,1,verb,no exact MW headword
उपयन्तृ,1,noun,no exact MW headword
उपलिप्स्,1,verb,no exact MW headword
उपलेपय्,1,verb,no exact MW headword
उपवञ्च्,1,part,no exact MW headword
उपवर्णय्,1,verb,no exact MW headword
उपवासय्,1,part,no exact MW headword
उपवेधक,1,noun,no exact MW headword
उपव्रज्,1,indecl,no exact MW headword
उपशमय्,1,part,no exact MW headword
उपशुध्,1,part,no exact MW headword
उपशुभ्,1,verb,no exact MW headword
उपशोभय्,1,verb,no exact MW headword
उपष्टम्भक,1,noun,no exact MW headword
उपसंक्रामय्,1,verb,no exact MW headword
उपसंप्राप्ति,1,noun,no exact MW headword
उपसंव्रज्,1,verb,no exact MW headword
उपसंस्कृ,1,part,no exact MW headword
उपसखि,1,indecl,no exact MW headword
उपसर्जय्,1,part,no exact MW headword
उपसान्त्वय्,1,part,no exact MW headword
उपस्कन्दन,1,noun,no exact MW headword
उपस्थायक,1,noun,no exact MW headword
उपस्नु,1,part,no exact MW headword
उपहिंसा,1,noun,no exact MW headword
उपह्वा,1,part,no exact MW headword
उपातिगम्,1,verb,no exact MW headword
उपानत्क,1,noun,no exact MW headword
उपानम्,1,verb,no exact MW headword
उपानह,1,noun,no exact MW headword
उपाराध्,1,indecl,no exact MW headword
उपार्जय्,1,verb,no exact MW headword
उपावर्तय्,1,part,no exact MW headword
उभ्,1,verb,no exact MW headword
उल्कावत्,1,noun,no exact MW headword
उल्लङ्घय्,1,part,no exact MW headword
उल्लम्बन,1,noun,no exact MW headword
उल्लसय्,1,verb,no exact MW headword
उल्लासय्,1,part,no exact MW headword
उल्लिह्,1,part,no exact MW headword
उल्लोक्,1,part,no exact MW headword
उल्लोपिका,1,noun,no exact MW headword
उशत्तम,1,noun,no exact MW headword
उष्ट्रक,1,noun,no exact MW headword
ऊनय्,1,verb,no exact MW headword
ऊर्ण,1,noun,no exact MW headword
ऊर्णतेजस्,1,noun,no exact MW headword
ऊर्ध्ववासिन्,1,noun,no exact MW headword
ऊवध्य,1,noun,no exact MW headword
ऊहय्,1,verb,no exact MW headword
ऋताय्,1,part,no exact MW headword
ऋषिगुप्त,1,noun,no exact MW headword
ऋषिदेव,1,noun,no exact MW headword
एकपादक,1,noun,no exact MW headword
एकपादी,1,noun,no exact MW headword
एकबक्ति,1,stem,no exact MW headword
एकशाल्मली,1,noun,no exact MW headword
एकादशिक,1,noun,no exact MW headword
एकान्तिन्,1,noun,no exact MW headword
एज्,1,part,no exact MW headword
एतरी,1,noun,no exact MW headword
एलाधान,1,noun,no exact MW headword
